p_id,cid,uid,uname
1098837086877710_1140189679409117,1140618162699602,user,1499909703630229,Nguyễn Hoàng Anh
1098837086877710_1138887306206021,1138914822869936,user,108237369507335,Thang Nguyen
1098837086877710_1139009809527104,1139012949526790,user,693678840731083,Đỗ Đức Toàn
1098837086877710_1137852026309549,1137852686309483,user,108237369507335,Thang Nguyen
1098837086877710_1137852026309549,1137852749642810,user,164322063904291,Mạc Tiến Định
1098837086877710_1136203869807698,1136254126469339,user,316092778538030,Đức Hùng
1098837086877710_1137051179722967,1137072073054211,user,108237369507335,Thang Nguyen
1098837086877710_1136165229811562,1136167646477987,user,574457119329014,Tuấn Trung
1098837086877710_1136165229811562,1136167646477987,user,359794047523754,Tâmm Nguyễn
1098837086877710_1136165229811562,1136167646477987,user,157591047964145,Nguyễn Quốc Việt
1098837086877710_1136189326475819,1136195326475219,user,1508913216047844,Bùi Trang
1098837086877710_1136189326475819,1136195416475210,user,157591047964145,Nguyễn Quốc Việt
1098837086877710_1136189326475819,1136197076475044,user,108237369507335,Thang Nguyen
1098837086877710_1136189326475819,1136224246472327,user,108237369507335,Thang Nguyen
1098837086877710_1136189326475819,1136277063133712,user,408096389346675,Linh MU
1098837086877710_1136189326475819,1136524036442348,user,108237369507335,Thang Nguyen
1098837086877710_1129439047150847,1129476583813760,user,437319186432230,Anh Đức Nguyễn
1098837086877710_1129439047150847,1135760893185329,user,585560451541889,Minh Hoàng
1098837086877710_1134203033341115,1134236793337739,user,459861477479483,Cuong Luu
1098837086877710_1125176617577090,1125177120910373,user,437319186432230,Anh Đức Nguyễn
1098837086877710_1125176617577090,1125177667576985,user,559289507518219,Tuấn Hoàng
1098837086877710_1125176617577090,1125183037576448,user,465532993578211,Thuu Hà
1098837086877710_1125176617577090,1125183037576448,user,318722738276319,Hà Giangg
1098837086877710_1125176617577090,1125183037576448,user,539084882858070,Quốc Khánh Vũ
1098837086877710_1125176617577090,1125192874242131,user,437319186432230,Anh Đức Nguyễn
1098837086877710_1124479490980136,1125019780926107,user,398999603637225,Lại Phương Thảo
1098837086877710_1123440501084035,1123441314417287,user,108237369507335,Thang Nguyen
1098837086877710_1123440501084035,1123450891082996,user,108237369507335,Thang Nguyen
1098837086877710_1122280034533415,1122282484533170,user,726844300694093,Nguyễn Bá Dũng
1098837086877710_1120681721359913,1120697021358383,user,437319186432230,Anh Đức Nguyễn
1098837086877710_1118546061573479,1118602948234457,user,108237369507335,Thang Nguyen
1098837086877710_1119701238124628,1119702004791218,user,437319186432230,Anh Đức Nguyễn
1098837086877710_1119701238124628,1119704264790992,user,1473258229663311,Kiên Trung
1098837086877710_1118789601549125,1119698561458229,user,1443282459249007,Vũ Xuân Hà
1098837086877710_1117752841652801,1117791514982267,user,1550279581850649,Thảo Bim
1098837086877710_1117752811652804,1118540238240728,user,498223410307523,Mai Phương Anh
1098837086877710_1111403492287736,1111405322287553,user,157591047964145,Nguyễn Quốc Việt
1098837086877710_1110489995712419,1110490455712373,user,179880535683348,Mộc An Chi
1098837086877710_1110489995712419,1110497159045036,user,308034759388012,Phạm Thanh Tâm
1098837086877710_1107294989365253,1107304189364333,user,1586881714864908,Nguyễn Thị Khánh Ly
1098837086877710_1100481950046557,1100520040042748,user,108237369507335,Thang Nguyen
