p_id,p_message,p_created_time
1098837086877710_1183816495046435,"Chào các bạn ^_^
Trước tiên chúc mừng các bạn đã vượt qua vòng phỏng vấn CLB Tin học ^_^
Do một số lý do mà các bạn sau đây có thể inb mình cho mình xin lại số điện thoại để bên nhân sự gửi tin nhắn đến các bạn nhé :
=> Tạ Thị Xuân Hằng 
=> Phạm Nhật Minh 
=> Đỗ Tiến Thành 
=>Nguyễn Thị Thanh Tâm 

Cảm ơn tất cả các bạn đã tham gia vòng phỏng vấn của câu lạc bộ tin học nhé ^_^",2016-11-07T17:45:07+0000
1098837086877710_1180779965350088,"Alo!! Alo!!
500 AE đăng ký ban Thuật toán - Toán Ứng dụng đã nhận được được tin nhắn thông báo trúng tuyển chưa ạ :3
Cho mình thấy cánh tay của các bạn nào :3
🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿🤘🏿
#Thuattoan #Toan #Ungdung",2016-11-07T14:30:06+0000
1098837086877710_1181944121900339,Híu Híu changed the privacy setting of Toán Tin K29-TLU from Closed to Secret.,2016-11-06T08:51:07+0000
1098837086877710_1181578448603573,sao chưa gì thầy đã đóng r thế -_- thầy bảo sáng sớm mai cơ mà -_-,2016-11-06T03:12:57+0000
1098837086877710_1180745505353534,"ae bảo hôm nay chơi lol sao ko thấy gọi j nhỉ . tối nay ae gạp mặt nhau nào tên nhân vật tôi này     Ôk
ae ket bạn nhé.",2016-11-05T14:28:11+0000
1098837086877710_1180585235369561,các anh test giusp em với :3 để có lỗi em báo lại ạ :v game cũng rất vui và bựa ạ :v,2016-11-05T06:41:14+0000
1098837086877710_1179880732106678,sao cái web trường sao thế ạ hy do mạng ? mỗi làn evulate là tận 10-15p lận tốn time quá,2016-11-04T17:47:49+0000
1098837086877710_1179160492178702,võ C++ hơn java nhiều :3,2016-11-04T13:59:24+0000
1098837086877710_1179156445512440,anh Anh Đức Nguyễn hack đc như nó ko :3,2016-11-04T10:59:18+0000
1098837086877710_1178585048902913,"Hiện nay các lớp Ngôn ngữ lập trình đã đi được nửa chặng đường với những kiến thức cơ bản. Chỉ còn khoảng hơn 1 tuần nữa (14/11/2016) là sẽ thi quá trình (giữa kỳ). Nhưng hiện nay có rất nhiều bạn không làm bài, không hỏi, không lập trình,....Nếu điểm quá trình <4 các bạn sẽ bị CẤM THI. Chắc các bạn không muốn mất thời gian, tiền bạc và niềm tin gia đình chứ? Vậy tôi đề nghị: 
1. Các trợ giảng tăng cường hướng dẫn các sinh viên theo lớp thực hành những bài tập giáo viên đã giao trên VPL. 
2. CLB Tin học sẽ rất thiết thực ngay nếu có những buổi bồi bổ kiến thức để hoành thành tốt các bài tập. (Chủ nhiệm CLB: Thang Nguyen)",2016-11-04T04:50:56+0000
1098837086877710_1178152178946200,"Chào các bạn học lớp NNLAPTRINH.3.2_BT của cô Thanh chiều thứ 5 tại A702. Được biết là có một số bạn hỏng kiến thức do bận việc mà nghỉ trên lớp vậy nên bạn nào muốn bù đắp lại kiến thức thì có thể inbox mình, mình sẽ giúp các bạn.",2016-11-04T02:42:45+0000
1098837086877710_1177889445639140,"Bài 24. Các phần tử lặp lại
Biết là mình sai nhưng test case này cũng bị sai ạ
Incorrect program result
--- Input ---
8
7 12 4 9 8 7 9 24

--- Program output ---
9

--- Expected output (numbers)---
7",2016-11-03T16:07:37+0000
1098837086877710_1178219068939511,"Chiều nay mình quên phone ở lớp NNLAPTRINH.3.2_BT, phòng 702, bạn nào nhặt được cho mình xin lại. Cảm ơn :)",2016-11-03T15:38:10+0000
1098837086877710_1177998495628235,"#REF
UR coin đã lên thị trường ae
https://ur.international/?r=Ecp9v
link ref, lúc đky phần who refferd you ghi Minh Hoang nhé các bác
khi nào app ra là được 2k coin nhé",2016-11-03T15:32:51+0000
1098837086877710_1177985335629551,"bắt đầu tuyển thành viên toán tin k29 nhé các e
ai buổi trước bận chưa đi đc thì nhanh chân lên nào
seminar 5 nhé các e",2016-11-03T12:30:28+0000
1098837086877710_1176818649079553,"Chào các em. 
Chị phụ trách bên Nhân Sự CLB TIN HỌC.
Hôm nay chị có gửi sms cho các em về thông tin kết quả phỏng vấn CTV vừa qua.  
Chị rất xin lỗi các em về sự cố nhầm ban qua tin nhắn.
Các em nhận được sms  yên tâm là mình đã thành CTV rồi  nhé.  Chị sẽ thông báo lại  các ban  Vào ngày mai.  
Các em có thông tin sai xót cmt phía dứoi giúp chị nhé.  
Rất xin lỗi các em",2016-11-03T11:30:11+0000
1098837086877710_1177945148966903,"""Người Việt Nam được đánh giá cao trong các cuộc thi lập trình toàn cầu, những cuộc thi đòi hỏi kiến thức và thông hiểu thuật toán một cách sâu sắc. Người Việt cũng được cho là phù hợp với học Toán; nhưng, chưa có văn hóa áp dụng thuật toán vào cuộc sống ở Việt Nam, sinh viên học thuật toán chỉ để đi thi và có điểm."" Chuẩn quá :v",2016-11-03T09:59:08+0000
1098837086877710_1176759455752139,Có ai nhận được tin nhắn vụ phỏng vấn từ TLIT chưa @@,2016-11-03T07:22:28+0000
1098837086877710_1177812715646813,có ai có số cô thanh dạy ngôn ngữ lập trình không cho mình xin với ạ,2016-11-03T06:39:54+0000
1098837086877710_1176784625749622,"Các bạn k29 trúng tuyển vào ban An toàn thông tin thì cmt xuống dưới hộ mình nhé để mình add vào nhóm :)
P/s: yêu cầu không cmt bừa nhé",2016-11-03T06:21:08+0000
1098837086877710_1176833315744753,"CLB Tin học thông báo: 
Do CLB dành thứ 5 để tổ chức phỏng vấn bù nên lịch teamwork sẽ  lùi lại xuống thứ 3 tuần sau, lịch thì bọn mình sẽ thông báo sau. còn ngày mai, thứ 5, các bạn nào muốn phỏng vấn thì đến seminar 5, lúc 17h30-19h nhé! Nhớ là những bạn nào chưa đăng kí thì vẫn có thể đến phỏng vấn nhé! :D",2016-11-02T15:39:42+0000
1098837086877710_1176455582449193,"Chắc hẳn các bạn sẽ sử dụng vòng lặp đối với bài toán này.
Cơ mà có cách nào tối ưu bài này tốt hơn không?
""Nếu chúng ta liệt kê các số tự nhiên < 10 là bội của của 3 hoặc 5 ta sẽ nhân đc  3, 5, 6 và 9. Và tính tổng lại ta thu được kết quả là 23.
Tim tổng tất cả các số tự nghiên < 1000 là bội của  3 hoặc 5.""",2016-11-02T12:47:27+0000
1098837086877710_1172614556166629,"#QandA Chào các bạn k29, mình là Nguyễn Đại Dương. 
 - Vì tuần sau các bạn sẽ học nội dung mới trong C1 và cũng để chuẩn bị cho bài kiểm tra được tốt. 
 - Mình xin dành chọn sáng nay để giúp các bạn hoàn thiện các bài tập và các câu hỏi về C1 còn vướng mắc của các bạn, từ trước cho đến giờ.
So, Give me any que!

--Have a nice day!",2016-11-02T09:03:50+0000
1098837086877710_1176229445805140,"[C++ và tư duy] Series videos về lập trình C++ từ cơ bản đến nâng cao với các dạng bài tập điển hình trên trang project euler.
Rất thích hợp cho các bạn k29 thời điểm này. Mình đảm báo, nếu bạn nào xem hiểu hết series video này thì không 10 phảy môn c++ hơi phí
Rất tiếc là video này k sử dụng ubuntu nên các bạn có thể xem và tự map sang ubuntu nhé. Hi vọng các a/c TLIT sớm có bộ video hd trên ubuntu
",2016-11-02T08:39:14+0000
1098837086877710_1176342809127137,"Có một định lý như sau: Mọi số nguyên tố lớn hơn 3 đều viết được dưới dạng 6k + 1 or 6k - 1. vậy từ định lý này mng có ý tưởng j không nhỉ ?
Tranh luận ở phía dưới nào",2016-11-02T08:19:29+0000
1098837086877710_1175583642536387,"Các bạn lớp tư duy lập trình đâu hết rồi nhỉ????
Có nhớ tối mai học không???
18h30, seminar 4 nhé! See yaaaaaaaaa....",2016-11-02T08:18:14+0000
1098837086877710_1176321619129256,"Các anh chị và các bạn có thể gọi ý xây dựng một phương pháp tốt nhất để kiểm tra 1 số có phải là một số nguyên tố được không ạ?
Có thể viết giải mã các bước, có thể code càng tốt.

",2016-11-02T06:09:52+0000
1098837086877710_1176246705803414,"Share cho bạn nào muốn ngâm cứu sâu về thuật toán nhá. Mình là mình chỉ share thôi chứ mình thấy 1203 trang là mình thấy hơi ngán :v
- À quan trọng mình khuyên các bạn có thắc mắc gì về C1 thì cứ vô forum để thảo luận. Nếu rảnh thì vào mục chém gió, hội gay luôn mở rộng cánh tay chào đón các bạn :v
",2016-11-02T03:43:28+0000
1098837086877710_1175645959196822,"📢📢 Thông báo học: Lớp tư duy lập trình 📢📢
Mai đi học các bạn chú ý đi đúng giờ nhé.
- Mai 18h30 tại Serminal 4 -----> Chú ý không đến muộn nhé.
- Mang theo giấy bút để nếu cần có thể dùng đến.
- Mang theo laptop để code (bạn nào chưa có laptop có thể ngồi cung với bạn có).
- Laptop cài sẵn Ubuntu, bạn nào chưa cài có thể mang đến trường mình sẽ cài giúp* (chạy song song Ubuntu và Windows).

*Trước lúc vào lớp (18h30) mình ngồi ở sefl 7, mang qua mình cài giúp nhé.",2016-11-02T03:01:33+0000
1098837086877710_1175605399200878,Đỗ Thị Ngọc Mai shared Thang Long Information Technology Club's photo to the group: Toán Tin K29-TLU.,2016-11-01T16:30:34+0000
1098837086877710_1175605382534213,Hoàng Minh shared Thang Long Information Technology Club's photo to the group: Toán Tin K29-TLU.,2016-11-01T15:42:20+0000
1098837086877710_1175417909219627,Lên chức chủ nhiệm chưa baoh dễ đến thế =)),2016-11-01T14:58:54+0000
1098837086877710_1174102196017865,Rock 'n' Roll \o/,2016-10-31T16:31:47+0000
1098837086877710_1174434535984631,Hoàng Minh shared Thang Long Information Technology Club's photo to the group: Toán Tin K29-TLU.,2016-10-31T16:24:56+0000
1098837086877710_1174568492637902,"Tuyển tập đề thi quá trình C++

",2016-10-31T16:15:08+0000
1098837086877710_1173269099434508,Hoàng Minh shared Thang Long Information Technology Club's post to the group: Toán Tin K29-TLU.,2016-10-31T13:56:25+0000
1098837086877710_1174099416018143,"🎉Tất cả mọi thứ đã sẵn sàng.Các em đến phỏng vấn vui lòng qua bàn đăng kí để check in và nhận phiếu thứ tự.
🎉Lưu ý: Các bạn sinh viên chưa đăng kí online có thể qua đây đăng kí để phỏng vấn.
🎉Tất cả các em đã sẵn sàng chưa ?🎉",2016-10-31T09:10:18+0000
1098837086877710_1173329229428495,:v vch!,2016-10-31T05:17:55+0000
1098837086877710_1170339099727508,bác nào làm bài này chưa :v giảng em phát :v,2016-10-31T05:11:02+0000
1098837086877710_1156711484423603,"Form đăng ký CTV TLIT.
",2016-10-31T03:36:26+0000
1098837086877710_1173394579421960,Có bạn nào đã nản chưa liên hệ ngay và luôn :3,2016-10-30T17:11:18+0000
1098837086877710_1173080806120004,"using namespace std;
int main ()
{
    float N,k;
    int slsnt=0;
    int uoc=0;
    cin>N>>k;
    for (int i=2;i<=N;i++)
    {
        for (int h=1;h<=i;h++)
            if (i%h==0)
                uoc=uoc+1;
            if (uoc==2)
            slsnt=slsnt+1;
    }
        if (slsnt == k)
        cout<<""OK"";
        else if (slsnt != k)
        cout<<""KO"";
    return 0;
}",2016-10-30T15:56:45+0000
1098837086877710_1171028466325238,mọi người xem hộ e bài này với...không biết sai đâu....đề là tìm số nguyên tố thứ N,2016-10-30T15:45:42+0000
1098837086877710_1172797029481715,"Chào các em!
Như vậy là ngày mai bọn mình sẽ tiến hành tổ chức phỏng vấn nhé!
Các em đã sẵn sàng chưa? :D 
Thời gian và địa điểm là 17h-19h30 tại seminar 5
Các em có mặt đúng thời gian nhé, hẹn gặp lại! :3",2016-10-30T13:59:13+0000
1098837086877710_1173089116119173,"Ok, school computer drunk 😂",2016-10-30T11:51:55+0000
1098837086877710_1173035452791206,"#include <iostream>
using namespace std;
int main()
{
    int so1,so2;
    int nho=0;
    int du1=0;
    int du2=0;
    cin>>so1>>so2;
    while ((so1!=0)&&(so2!=0))
    {
        so1%10==du1;
        so2%10==du2;
 so1/10==so1;
 so2/10==so2;
            if ((du1+du2)>=10)
 {
                nho=nho+1;
 }
    }
    cout<<nho;
    return 0;
}",2016-10-30T10:53:22+0000
1098837086877710_1170194733075278,"Mọi người cho mình hỏi soft nào hỗ trợ hiển thị quá trình mà code chạy như này nhỉ?
Thấy bảo cài visual studio :v",2016-10-30T10:44:30+0000
1098837086877710_1172057699555648,Slide Mảng lớp lý thuyết thầy Phong ,2016-10-30T05:29:43+0000
1098837086877710_1172666816161403,"[CLB TIN HOC]Thông báo:
Lịch phỏng vấn CTV K29 sẽ được diễn ra vào 17h đến 19h ngày 31/10/16. Mong các Ctv có mặt đầy đủ.",2016-10-30T03:29:42+0000
1098837086877710_1170907506337334,"LẦN NÀY SAI Ở ĐÂU Ạ :333
TÌM SỐ LỚN T2 TRONG DÃY n SỐ.
e test chỉ đc có 20/100
k có lỗi cú pháp ạ :333
#include <iostream>
using namespace std;
int main()
{
    int n;
    cin>>n;
    float max1, max2, so, so1, so2;
    cin>>so1;
    cin>>so2;
    max1=so1;
        for(int i=1;i<=n;i++)
        {
            cin>>so;
                if(so>max1)  
                {
                    max1=so;
                }
                if(so<max1)
                {
                    max1=so1;
                }
        }
    max2=so1;
        if(max1=so1)
        {
            max2=so2;
        }
            for(int i=1;i<=n;i++)
            {
                cin>>so;
                    if(so<max1&&so>max2)  
                    {
                        max2=so;
                    }
                    if(so<max1&&so<max2)
                    {
                        max2=so2;
                    }
            }
    cout<<max2;
    return 0;
}",2016-10-29T00:43:49+0000
1098837086877710_1171008249660593,"Các bạn lần sau post lên hỏi thì post ảnh hoặc copy lên pastebin rồi post link nhé, chứ cứ copy thẳng lên fb r post nhìn muốn khóc lắm 😭",2016-10-28T17:46:30+0000
1098837086877710_1171032166324868,XONG -_- lại 1 tuần gian nan r -_-,2016-10-28T17:23:16+0000
1098837086877710_1171019336326151,sao test n k cout ra đc gì thế ạ???,2016-10-28T17:06:06+0000
1098837086877710_1170965679664850,các bác xem hộ em bài này với. không biết sai chỗ nào @@,2016-10-28T16:55:45+0000
1098837086877710_1170989046329180,"Lý do vì sao 2 bài e test đều k đc.
n cứ ""Evaluating:1s..2s..3s""
e đợi đến hơn 200s vẫn chưa test đc :333",2016-10-28T16:27:44+0000
1098837086877710_1170870336341051,"cho e hỏi :333 BÀI NÀY SAI Ở ĐÂU Ạ???
#include <iostream>
using namespace std;
int main()
{
    float n, max1, max2, so, so1, so2;
    cin>>n;
    cin>>so1;
    cin>>so2;
    if(so1>so2)
    {
        max1=so1;
        max2=so2;
            for(int i=1;i<=n;i++)
            {
                cin>>so;
                    if(so>max1&&so>max2)  
                    {
                        max1=so;
                        max2=so1;
                    }
                    if(so<max1&&so>max2)
                    {
                        max1=so1;
                        max2=so;
                    }
            }
    }
    if(so1<so2)
    {
        max1=so2;
        max2=so1;
            for(int i=1;i<=n;i++)
            {
                cin>>so;
                    if(so>max1&&so>max2)  
                    {
                        max1=so;
                        max2=so2;
                    }
                    if(so<max1&&so>max2)
                    {
                        max1=so2;
                        max2=so;
                    }
            }
    }
    cout<<max2;
    return 0;
}",2016-10-28T14:33:37+0000
1098837086877710_1166923266735758,"[THÔNG BÁO]
1. Để được TRỢ GIÚP các thuật toán, chương trình các bạn sinh viên có thể trao đổi với các anh trợ giảng đẹp trai, nhiệt tình  đúng lớp của mình theo hình thức trên lớp, qua facebook, điện thoại. Lớp NNLAPTRINH.3 là anh Nguyen Duc Truong và Nguyễn Đại Dương. 
2. Các bạn trợ giảng sẽ nhận được danh sách điểm của các phần để tập trung vào các bạn học kém. Các bạn trợ giảng sẽ nhận được bài các phần do giáo viên đưa trước, sau đó lập trình kiểm tra các test case. Cuối cùng sẽ đưa lên cho SV thực hiện. 
3. Hình thức thi điểm quá trình như sau: 
- Bài 1: ngày 14/11/2016 sẽ có 50 bài để các bạn làm trên VPL 1 tuần. 
- Bài 2: ngày 21/11/2016 Kiểm tra 1 bài trên VPL trên giờ thực hành. 
- Điểm quá trình = Bài 1 + Bài 2 + Điểm TB các bài làm các phần. 
4. Các bạn cần hoàn thành bài tập ở các phần thì sẽ làm tốt các bài kiểm tra.",2016-10-27T17:34:56+0000
1098837086877710_1169695319791886,cũng có ích :/,2016-10-27T14:57:25+0000
1098837086877710_1168535206574564,cai ubuntu ma k co ubuntu softwave center thi lam sao tai ung dung ve dc day?? unikey pls>>>>>>>>>>>>,2016-10-26T15:56:28+0000
1098837086877710_1165850830176335,Tối ngày mai 18h30 các đội CTF nhớ tập trung tại self 3 nhé. Ngày mai trao giải CTF sẽ được kết hợp với tổ chức sinh nhật cho thành viên clb tin học luôn vậy nên các bạn k29 nào không bận gì thì có thể đến giao lưu với các anh chị khóa trên trong clb cho vui,2016-10-25T11:10:27+0000
1098837086877710_1166830883411663,Cho mình hỏi 2 bạn trợ giảng lớp Ngôn ngữ lập trình: Lý thuyết thầy Phong và Thực hành cô Thanh có trong nhóm này không? Đề nghị điểm danh để tôi trao đổi mấy việc. Trân trọng cảm ơn!,2016-10-25T09:58:28+0000
1098837086877710_1165864736841611,đã thử và xong cái HHD 500 GB :'(,2016-10-25T09:00:12+0000
1098837086877710_1165925466835538,đang code thì máy ..... :)) :v,2016-10-24T16:00:27+0000
1098837086877710_1164743113620440,"Loa!Loa!Loa!
Đã đến giờ hoàng đạo, đề nghị các sinh viên học lớp Lý thuyết chiều thứ 7 (thầy Phong) vào làm tiếp các bài tập về vòng lặp. Các bài tập chưa hiểu để làm có thể trao đổi trên giờ thực hành hoặc tôi để có thể làm được bài. Hạn cuối là 23h55 ngày 28/10/2016.  Cố lên các bạn!!!",2016-10-24T05:04:28+0000
1098837086877710_1164857360275682,Chế nào làm triết chưa chia sẻ tớ với 😓😓😓,2016-10-24T04:38:10+0000
1098837086877710_1165405086887576,"ai làm bài TRIẾT chưa???
phần ""ý nghĩa vận dụng với bản thân"" phải làm tn đấy???",2016-10-24T03:40:54+0000
1098837086877710_1164676243627127,"nhìn hộ mình cái em sai dau (TT^TT)
#include <math.h>
using namespace std;
int main ()
{
    int T,N,SN;
    cin<<T<<N;
    if (T>=1 && T<=12)
    {
        switch (T)
        {
        case 1: 
        cout>>""31""
            break;
        case 2:
            if (N % 400 == 0 || (N % 4 == 0 && N % 100 != 0))    
              cout>>  ""29"";
            else
                cout>>""28"";
        case 3:
          cout>>""31""; 
            break;
        case 4:
            cout>> ""30""; 
            break;
        case 5:
            cout>>""31""; 
            break;
        case 6:
            cout>> ""30""; 
        case 7:
          cout>>""31""; 
            break;
        case 8:
            cout>> ""31""; 
            break;
         case 9:
            cout>> ""30""; 
            break;
        case 10:
            cout>>""31""; 
            break;
        case 11: 
            cout>> ""30""; 
            break;
        case 12: 
          cout>>""31""; 
            break;
        }
    return 0;
}",2016-10-23T12:51:07+0000
1098837086877710_1163960220365396,"Hiện nay, đã học đến tuần 3, 4 rồi mà nhiều bạn vẫn còn chưa cài được ubuntu do quen làm việc trên Windows rồi. Do vậy để kịp tiến độ học chúng ta cài tạm 2 ứng dụng sau để chạy g++ trên Windows:
1. MinGW: https://www.dropbox.com/s/2pqngsomj30y5kg/mingw-get-setup.exe?dl=0
2. Gedit: https://www.dropbox.com/s/7kr4jhfu5qety3i/gedit-setup-2.30.1-1.exe?dl=0 
3. Hướng dẫn sử dụng đây. https://daynhauhoc.com/t/hoi-cach-cai-g-tren-windows/3850/12
Các bạn cần cố gắng nhiều hơn nữa nếu không muốn chúng ta bị bỏ lại phía sau.",2016-10-23T12:24:53+0000
1098837086877710_1164749306953154,thầy ơi n cứ lỗi tn là sao đây ạ??? muộn h r e k save đc bài nữa :(((,2016-10-23T11:20:37+0000
1098837086877710_1163807387047346,"ai từng dùng Mac cho em hỏi làm sao để cài 3 hđh ra ngoài. hiện h là ubuntu chạy trên window7 nên lỗi xảy ra trên win7 và đồng hồ trên win7 ko chạy nữa :'( 
-
-
-
-
-
-
-
-
em có mặt nạ nấc cơ :3 ai mua ko :v",2016-10-23T06:40:21+0000
1098837086877710_1163912950370123,"int ngay1, ngay2, thang1, thang2, nam1, nam2;
    cin>>ngay1>>thang1>>nam1;
    if(nam1%4==0)
        if(thang1=2)
        {
            ngay2=ngay1 + 1;
            thang2=thang1;
            nam2=nam1;
                if(ngay2=29)
                {
                    ngay2=1;
                    thang2=thang1 + 1;
                    nam2=nam1;
                }
                
        else 
            if((thang1=1)||(thang1=3)||(thang1=5)||(thang1=7)||(thang1=8)||(thang1=10)||(thang1=12))
            {
                ngay2=ngay1 + 1;
                thang2=thang1;
                nam2=nam1;
                    if(ngay1=31)
                    {
                        ngay2=1;
                        thang2=thang1 + 1;
                        nam2=nam1;
                            if(thang2=12)
                            {
                                thang2=1;
                                nam2=nam1 + 1;
                            }
                    }
            else
                ngay2=ngay1 + 1;
                thang2=thang1;
                nam2=nam1;
                    if(ngay1=30)
                    {
                        ngay2=1;
                        thang2=thang1 + 1;
                        nam2=nam1;
                    }
            }
        }
    else 
        if(thang1=2)
        {
            ngay2=ngay1 + 1;
            thang2=thang1;
            nam2=nam1;
                if(ngay1=28)
                {
                    ngay2=1;
                    thang2=thang1 + 1;
                    nam2=nam1;
                }
        else
            if((thang1=1)||(thang1=3)||(thang1=5)||(thang1=7)||(thang1=8)||(thang1=10)||(thang1=12))
            {
                ngay2=ngay1 + 1;
                thang2=thang1;
                nam2=nam1;
                    if(ngay1=31)
                    {
                        ngay2=1;
                        thang2=thang1 + 1;
                        nam2=nam1;
                            if(thang2=12)
                            {
                                thang2=1;
                                nam2=nam1 + 1;
                            }
                    }
            else
                ngay2=ngay1 + 1;
                thang2=thang1;
                nam2=nam1;
                    if(ngay1=30)
                    {
                        ngay2=1;
                        thang2=thang1 + 1;
                        nam2=nam1;
                    }
            }
        }
    cout<<ngay2<<"" ""<<thang2<<"" ""<<nam2;
.
.
.
.
SAI Ở ĐÂU THẾ Ạ??? sao đc có 2/5",2016-10-23T06:18:15+0000
1098837086877710_1164451653649586,"Một số chú ý khi chuyển bài từ g++ sang Hệ thống chấm bài tự động VPL:
- Cần lưu tên file dưới dạng bai1.cpp, Tinhngay.cpp, Uocso.cpp,..
- Không cần cout<<""Nhập vào một số""; 
- Chỉ cần cin vào các biến
- Không cần cout<<""Kết quả là:"";
- Chỉ cần in ra kết quả. Ví dụ, khi chạy Test case thông báo 
--- Program output ---
2/2/2015
--- Expected output (numbers)---
2 1 2015
thì các bạn cần sửa theo định dạng của ""Expected output"" để cho kết quả đúng. 
Ví dụ: Tính chương trình nhập vào 2 số. In ra màn hình tổng của 2 số thì chúng ta đơn giản viết như sau: 

#include <iostream>
using namespace std;
int main()
{
    float a, b;
    cin>>a>>b;
    cout<<a+b;
    return 0;
}",2016-10-23T04:15:24+0000
1098837086877710_1163897057038379,cho em/mình hỏi code sai ở đâu mà ko pass nổi 8 test =.=,2016-10-22T16:10:16+0000
1098837086877710_1163752070386211,"Thứ 3 tuần sau (25/10), CLB tin học mời tất cả các đội tham gia giải CTF đến self 3 lúc 18h30:
_ Trao thưởng cho các đội được giải
_ Giải đáp thắc mắc của các đội về các câu hỏi
_ Thông báo tuyển thành viên cho An toàn thông tin
Để cảm ơn tất cả các đội đã tham gia giải CTF hôm đó CLB tin sẽ tổ chức cho các bạn 1 buổi liên hoan. Hy vọng các bạn sẽ đến đủ :)",2016-10-22T14:09:31+0000
1098837086877710_1163425990418819,gõ 999 treo terminal :3,2016-10-22T13:40:41+0000
1098837086877710_1161019737326111,"Loa! Loa! Loa!
Đề nghị tất cả sinh viên lớp Ngôn ngữ lập trình 1 do thầy Phong dạy giờ 8-10 tại phòng B401 vào môn học Ngôn ngữ lập trình 1 và làm hết bài tập phần Rẽ nhánh (từ Bài 3 -> Bài 8). Các bạn thực hiện trên g++ sau đó đưa mã lệnh (code) chạy một số bộ kiểm tra như bên Tự luyện lập trình (Chú ý: cần sửa lại phần cout đầu tiên để chạy). Hạn đến 12h00 ngày 22/10/2016. Nếu bạn nào không hoàn thành sẽ bị trừ điểm quá trình.",2016-10-21T17:17:24+0000
1098837086877710_1162832603811491,"Mọi người ơi cho mình hỏi sao code của mình cứ chạy sai hoài vậy?
",2016-10-21T16:05:38+0000
1098837086877710_1162811997146885,"Mọi người ơi, bài này làm ntn nhỉ ? ahihi",2016-10-21T15:45:29+0000
1098837086877710_1162321467195938,ai hiểu ko :3 xem buồn cười mà ko hiểu :)),2016-10-21T15:41:54+0000
1098837086877710_1162682503826501,cho hỏi anh em nào TI29G2 thì đọc hết số điện thoại lên để tôi còn liên lạc vs anh em nào,2016-10-21T15:00:33+0000
1098837086877710_1160105984084153,"Loa!Loa!Loa!
Hiện nay, để tiện theo dõi, đánh giá và cho điểm sinh viên dựa trên các bài tập trên Tự luyện lập trình theo từng lớp lý thuyết, tôi đã loại bỏ tất cả sinh viên ra khỏi các nhóm và để ghi danh lại vào đúng lớp của mình như sau: 
1. Nếu sinh viên học lớp NNLAPTRINH.2 giờ 3-5, sáng thứ 7, tại B205 thì mật khẩu ghi danh là: thaydan
2. Nếu sinh viên học lớp NNLAPTRINH.3 giờ 8-10, chiều thứ 7, tại B401 thì mật khẩu ghi danh là: thayphong
3. Nếu sinh viên học lớp NNLAPTRINH.4 giờ 3-5, sáng thứ 3, tại B105 thì mật khẩu ghi danh là: thayduc
4. Các Giáo viên, sinh viên trợ giảng của lớp Lý thuyết thầy nào thì ghi danh vào lớp tương ứng nhé.
Chú ý: Các bài tập các bạn làm trên đây sẽ là cơ sở để đánh giá điểm quá trình",2016-10-21T12:09:56+0000
1098837086877710_1162322110529207,"cho em/mình hỏi là khi em evaluate trg TLLT có thông báo I'm sorry, but I haven't a default action to run these type of submitted files là sao ạ ??",2016-10-21T03:25:13+0000
1098837086877710_1161888923905859,Cho em/mình hỏi là tsao ubuntu cứ dùng đc một lúc là lại k vào đc mạng ợ :\ wifi vẫn có chỉ k vào đc mạng :(((( driver cài đầy đủ r mà chs :'( help plsss,2016-10-20T22:48:29+0000
1098837086877710_1160494360711982,"Alo alo . . . Ai lớp TI29G mình thì gửi tin nhắn cho mình tên + mã sv + sđt + chiều cao cần nặng nhé . . . 
Sáng ngày mai các bạn mang 295k đi đóng cho mình để mình đăng ký đồng phục thể dục nhé =)) 
Mọi người ai biết thì tag m.n vào nhé. Vì mai là hạn cuối r :v Nên mọi người khẩn trương giúp mình :3 
Sđt mình 01654 855 375",2016-10-20T14:43:13+0000
1098837086877710_1161826767245408,"Happy Vietnam women's day.
Chắc hẳn các bạn nữ đã có một ngày lễ vui vẻ bên cạnh những người thân nhất của mình.
Nhân dịp ngày này, mình xin kính chúc các bạn nữ, luôn tươi trẻ, thành công và hạnh phúc. Mong rằng các ban luôn luôn giữ vững sự bản lĩnh, tự tin để tiếp tục đánh dấu những điểm mốc trưởng thành.",2016-10-20T14:13:44+0000
1098837086877710_1161554940605924,Enrolment key là gì ý nhỉ???,2016-10-20T13:46:11+0000
1098837086877710_1160964663998285,"#include <iostream>
#include <math.h>
using namespace std;
int main()
{
    int N,a,S;
    cin>>N;
    S=0;
    while (a<=N&&a>0)
    {   
        if (a%6==0)
        {
            S+=a;
            a++;
        }    
        else
        {
            a++;
        }
    }
    cout<<S<<endl;
    return 0;
}
các ông xem hộ t sai gì ở đâu với nó cứ thế nào ấy =))",2016-10-19T16:40:07+0000
1098837086877710_1160103384084413,CHỐT SỔ,2016-10-19T15:00:20+0000
1098837086877710_1160506707377414,tình hình chiều ra sao đây anh TI g1 và g2,2016-10-19T04:23:36+0000
